County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Nassau,Anna House Farm Stand at Belmont Park,"2150 Hempstead Tpke Elmont, Gate 6 driveway",2150 Hempstead Turnpike,Elmont,NY,11003,Eleanor Poppe,5162165196,http://www.rtcany.org,Tuesday  10am-2pm,July 6-October 26,M,Y,N,N,Y,40.70922,-73.7216,"(40.70922, -73.7216)"
Kings,Brooklyn Grange Farm Stand @ SSP,"850 3rd Ave, rooftop  Brooklyn",850 3rd Ave,Brooklyn,NY,11232,Calliope Bosen,7744542967,http://www.brooklyngrangefarm.org,Sunday 10am-3pm,May 30-October 31,M,Y,Y,N,Y,40.6594,-74.0044,"(40.6594, -74.0044)"
Columbia,City of Hudson Farmers' Market,DMV parking lot Sixth & Columbia Sts.,Columbia St and North 6th St,Hudson,NY,12534,Brandon Bjerke,5186105859,http://www.hudsonfarmersmarketny.com,Saturday  9am-1pm,April 24-November 20,P/M,Y,Y,Y,Y,42.24866,-73.78369,"(42.24866, -73.78369)"
Kings,Cypress Hills  GrowNYC Farm Stand,Fulton St. btwn Richmond & Logan Sts.,Fulton St. and Logan St.,Brooklyn,NY,11208,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Friday  10am-5pm,July 9-November 19,M,Y,Y,N,Y,40.68206,-73.87788,"(40.68206, -73.87788)"
Albany,Delaware Community Farmers' Market,"Delaware Branch Library, 331 Delaware Ave. Albany",331 Delaware Ave,Albany,NY,12209,Louise McNeilly,5184320516,,"Tuesdays  4pm-7pm, Oct-Nov  3pm-6pm",June 22-November 9,M,Y,Y,Y,Y,42.64305,-73.77824,"(42.64305, -73.77824)"
Kings,Woodhull Hospital GrowNYC Farm Stand,Marcus Garvey Blvd. and Broadway,Marcus Garvey Boulevard and Broadway,Brooklyn,NY,11206,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Wednesday  9am-2pm,July 7-November 24,M,Y,Y,N,Y,40.70029,-73.94111,"(40.70029, -73.94111)"
Warren,Glens Falls WINTER Farmers' Market,"Cool Insuring Arena, 1 Civic Center Plaza",1 Civic Center Plaza,Glens Falls,NY,12801,Richard Sandora,5187920438,http://www.glensfallsfarmersmarket.com,Saturday  8am-12pm,"November 6-April 30, 2022",M/X/W/P,N,Y,N,Y,43.30817,-73.6419,"(43.30817, -73.6419)"
New York,57th Street Saturday Greenmarket,475 W 57th St. @ 58th St.,891 Tenth Ave,New York,NY,10019,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-5pm,June 2-November 24,M,Y,Y,N,Y,40.76943,-73.98835,"(40.76943, -73.98835)"
Genesee,Genesee Country Thursday Farmers' Market,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Sharon Brent,7165600853,,Thursday 9am-7pm,June 4-October 29,M,Y,Y,Y,Y,42.99905,-78.18151,"(42.99905, -78.18151)"
Rensselaer,Kristy's Barn Farm Stand,2385 Brookview Rd. Castleton,2385 Brookview Road,Castleton,NY,12033,Kenneth Johnson,5184776250,http://www.kristysbarn.com,"Mon-Fri 9am-7pm, Sat/Sun  10am-6pm",May 1-November 30,P/M,Y,N,N,Y,42.56495,-73.70495,"(42.56495, -73.70495)"
Monroe,Curbside Market-Long Pond Sr Housing,1230 Long Pond Road Greece,1230 Long Pond Road,Rochester,NY,14626,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 10am-11am,June 3-November 25,M,Y,Y,N,Y,43.2122,-77.69579,"(43.2122, -77.69579)"
Saratoga,My Other Garden Farm Stand,2192 Cook Road Ballston Lake,2192 Cook Road,Ballston Lake,NY,12019,Maria Matthews,5188825416,,"Daily 10am-6pm, closed Tuesday",June 1-November 30,M,Y,N,N,Y,42.97542,-73.99127,"(42.97542, -73.99127)"
Westchester,New Rochelle Farmers' Market,"20 Sicard Ave, Thomas Paine Cottage Museum",20 Sicard Ave,New Rochelle,NY,10804,Mahalia Dees,9149234837,http://www.downtoearthmarkets.com,Friday  9am-2pm,June 11-November 19,M,Y,Y,Y,Y,40.93407,-73.79099,"(40.93407, -73.79099)"
New York,Tucker Square Thursday Greenmarket,125 Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,Y,Y,N,Y,40.77362,-73.98156,"(40.77362, -73.98156)"
Schenectady,Veggie Mobile-Ten Eyck Apts,375 Broadway Schenectady,375 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,YR,Y,Y,Y,Y,42.80919,-73.94511,"(42.80919, -73.94511)"
Rockland,Perez Farm Stand-Monsey,40 Robert Pitt Dr Monsey,40 Robert Pitt Dr,Monsey,NY,10952,Javier or Estella Perez,9569037539,,Sunday  9am-3pm,July 4-November 21,M,Y,N,N,Y,41.11129,-74.06488,"(41.11129, -74.06488)"
Suffolk,East Hampton Farmers' Market,Herrick Park adjacent to the Reutershan Parking Lot East Hampton Village,60 Spinner Lane,East Hampton,NY,11937,Katherine Plumb,6318718185,,"Friday  9am-2pm, Sun  9am-2pm (to Dec 12)",May 28-September 3,P/M,Y,Y,N,Y,40.9779,-72.17646,"(40.9779, -72.17646)"
Westchester,Pleasantville WINTER Farmers' Market,"Pleasantville Middle School, 40 Romer Ave",40 Romer Ave,Pleasantville,NY,10570,Steven Bates,9142054545,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,December 7-March 28,X/W,N,Y,N,Y,41.134501,-73.785274,"(41.134501, -73.785274)"
Monroe,Curbside Market-EL Towers,"Southview Towers, 500 South Ave. Rochester",500 South Ave,Rochester,NY,14620,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue  3pm-4pm,June 1-November 23,M,Y,Y,N,Y,43.1465,-77.60524,"(43.1465, -77.60524)"
Niagara,North Tonawanda City Sat Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Donna Braun,7166958555,,Saturday  7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Tompkins,Ithaca Farmers' Market (East Hill Wed),East Hill Plaza 380 Pine Tree Rd.,380 Pine Tree Road,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Wednesday  4pm-7pm,May 5-October 27,P/M,Y,Y,Y,Y,42.4385,-76.46559,"(42.4385, -76.46559)"
Onondaga,Bayberry Plaza Farmers' Market,Kinney lot 7608 Oswego Rd. Liverpool,7608 Oswego Rd,Liverpool,NY,13090,Kathy Parrotta,3156521463,http://www.bayberryplaza.com,Wednesday  8am-2pm,May 5-October 27,P/M,Y,N,N,Y,43.13779,-76.22602,"(43.13779, -76.22602)"
Rensselaer,Veggie Mobile Sprout-Church of the Redeemer,1249 3rd Street Rensselaer,1249 3rd Street,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 3pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.65038,-73.73443,"(42.65038, -73.73443)"
Onondaga,Emmi's Farm Market-Baldwinsville,1482 West Genesee Rd Baldwinsville,1482 West Genesee Rd.,Baldwinsville,NY,13027,Anthony Emmi,3156357529,http://www.emmifarms.com,"Mon-Thu  10am-6pm, Fri-Sat  9am-6pm, Sun  10am-3pm",June 10-October 15,M,Y,N,N,Y,43.16899,-76.40302,"(43.16899, -76.40302)"
Erie,Kenmore Farmers' Market,2919 Delaware Ave. Buffalo,2919 Delaware Ave,Buffalo,NY,14217,Lauren Willett-Benson,7162289068,,Sunday  9am-1pm,June 13-October 17,M,Y,N,N,Y,42.96362,-78.8698,"(42.96362, -78.8698)"
Allegany,Wagoner Bees & Produce Farm Stand,11137 Wayne Rd.  Fillmore,11137 Wayne Rd.,Fillmore,ny,14735,Terry Wagoner,5856108836,,Mon-Wed  1pm-5pm,May 20-November 1,P/M,Y,Y,N,Y,42.48057,-78.09042,"(42.48057, -78.09042)"
Bronx,170 Farm Stand,1406 Townsend Ave. and 170th St.,1406 Townsend Ave. and 170th Street,Bronx,NY,10452,Theresa Conk,7187168000,http://www.newsettlement.org/170FarmStand,Wed  2:30-6:30pm,July 14-November 24,M,Y,Y,N,Y,40.84009,-73.9166,"(40.84009, -73.9166)"
Erie,Clarence Hollow Farmers' Market,10717 Main St. Bike Path pkng lot Clarence,10717 Main St,Clarence,NY,14031,Cheryl Anthony,7167591075,http://www.clarencefarmersmarket.com,Saturday  8am-1pm,June 5-October 30,M,Y,N,N,Y,42.9808,-78.58904,"(42.9808, -78.58904)"
Kings,Urban Oasis Farmers' Market,"Kingsboro Psychiatric Center, 681 Clarkson Ave. btwn Troy Ave & 43rd St.",681 Clarkson Ave,Brooklyn,NY,11203,Michelle Almonte,7182217132,,Wed  2pm-5:30pm,June 30-November 3,M,Y,N,N,Y,40.65621,-73.93741,"(40.65621, -73.93741)"
Bronx,Harvest Home St. Marys Park Farm Stand,E 149th St. & Eagle Ave,646 E 149th St,Bronx,NY,10455,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 8-November 18,M,Y,Y,N,Y,40.81099,-73.91173,"(40.81099, -73.91173)"
Erie,Four Corners Farmers' Market,9470 Clarence Center Rd,9470 Clarence Center Road,Clarence Center,NY,14032,Deborah Tangelder,7168661100,,Saturday 9am-2pm,June 5-October 16,M,Y,N,N,Y,43.01059,-78.63751,"(43.01059, -78.63751)"
Madison,Dizzy Lizzie's Farm Farm Stand,3823 Sanderson Rd Erieville,3823 Sanderson Rd,Erieville,NY,13061,Elizabeth Blackburn,3156627565,http://www.dizzylizziesfarm.com,Tuesday  12pm-3pm,May 4-October 12,M,Y,N,N,Y,42.83934,-75.74399,"(42.83934, -75.74399)"
Cattaraugus,Olean Area Farmers' Market,"Lincoln Park Pavillion, 100 E. State St Olean",400 N. Union St.,Olean,NY,14760,Stephanie Beneg,7163745257,http://www.oleanfarmersmarket.com,Saturday  8am-1pm,May 1-October 30,P/M,Y,Y,N,Y,42.08329,-78.42987,"(42.08329, -78.42987)"
St. Lawrence,Martin's Farm Stand,11 Needham Rd. Potsdam,11 Needham Rd.,Potsdam,NY,13676,Daniel Martin,3152651246,http://www.martinsfarmstand.com,Mon-Sat  10am-6pm,May 6-December 1,P/M,Y,Y,N,Y,44.67107,-74.90401,"(44.67107, -74.90401)"
Essex,Mountain Weavers' Farm Store,4322 Main Street Port Henry,4322 Main Street,Port Henry,NY,12974,Andrea Connor,5185463355,http://www.mountainweaversfarmstore.com,Tuesday-Saturday 10am-5pm,Year-Round,YR,Y,Y,N,Y,44.04849,-73.45958,"(44.04849, -73.45958)"
Monroe,Curbside Market-DePaul Ridgeview,109 Marburger St. Rochester,109 Marburger Street,Rochester,NY,14621,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed 4:15pm-5:15pm,June 2-November 24,M,Y,Y,N,Y,43.19375,-77.6078,"(43.19375, -77.6078)"
Albany,Veggie Mobile-Creighton Storey Homes,158 3rd Street Albany,158 3rd Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 5pm-5:45pm,Year-round,YR,Y,Y,Y,Y,42.66205,-73.7578,"(42.66205, -73.7578)"
Ontario,Geneva Lakefront Farmers' Market,"Finger Lakes Welcome Center, 35 Lake Front Dr.",35 Lake Front Dr.,Geneva,NY,14456,Liz Toner,3157895005,,Saturday  8am-1:30pm,June 12-October 9,M,Y,N,N,Y,42.869,-76.98106,"(42.869, -76.98106)"
Erie,Clinton Bailey Fri Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,Friday 7am-5pm,May 1-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
New York,Domino Park Greenmarket,15 River St Brooklyn,15 River St,Brooklyn,NY,11211,Siobahn Keys,2127887476,https://www.grownyc.org,Sunday 9am-3pm,July 11-November 21,M,Y,N,N,Y,40.71655,-73.96656,"(40.71655, -73.96656)"
Suffolk,Country Fresh Tanger Outlets Farmers' Market,152 The Arches Circle  Deer Park,152 The Arches Circle,Deer Park,NY,11747,Mary Schneider,6316735844,,Saturday  10am-3pm,June 5-October 30,M,Y,N,N,Y,40.76307,-73.30507,"(40.76307, -73.30507)"
Schuyler,Montour Falls Farmers' Market,"Fireman’s Field, State Route 224 Montour Falls",State Route 224,Montour Falls,NY,14685,Jessica Westlake,,http://www.montourfallsfarmersmarket.com,Thursday  4pm-7pm,June 10-October 8,M,Y,Y,N,Y,42.34629,-76.84783,"(42.34629, -76.84783)"
Erie,MAP Mobile Market-Veterans One Stop,1280 Main St (floor 2) Buffalo,1280 Main St,Buffalo,NY,14209,Danielle Rovillo,7168825327,http://www.mass-ave.org,Friday 12am-1pm,June 4-October 29,M,Y,Y,N,Y,42.90861,-78.86713,"(42.90861, -78.86713)"
Oneida,Wormont Woolies Farm Stand,8998 Summit Rd.  Cassville,8998 Summit Rd.,Cassville,NY,13318,Katherine Worden,3157251716,https://wormontwoolies.square.site,Daily 2pm-5pm,Year-round,YR,N,N,N,Y,42.95876,-75.29667,"(42.95876, -75.29667)"
Franklin,JCEO MM-Methodist Church,3909 NY 374 Lyons Mt.,3909 NY 374,Lyons Mt.,NY,12952,Richard LaVigne,5183194028,http://www.jceo.org,Friday 10am-12pm,June 4-October 1,M,Y,Y,N,Y,44.73223,-73.91025,"(44.73223, -73.91025)"
New York,Union Square Wednesday Greenmarkets,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket,Wednesday  8am-6pm,Year-round,YR,Y,Y,N,Y,40.7371,-73.99032,"(40.7371, -73.99032)"
Albany,Veggie Mobile-Steamboat Square Apts,20 Rensselaer St. Albany,20 Rensselaer Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 11am-11:45am,Year-round,YR,Y,Y,Y,Y,42.64093,-73.75363,"(42.64093, -73.75363)"
Bronx,Harvest Home N Central Bronx Farmers' Market,E. Mosholu Parkway N. & Jerome Ave.,Jerome Ave and East Mosholu Pkwy North,Bronx,NY,10467,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 16-November 24,M,Y,Y,N,Y,40.88046,-73.88385,"(40.88046, -73.88385)"
Monroe,Curbside Market-AJHC Woodward,480 Genesee St. Rochester,480 Genesee Street,Rochester,NY,14611,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed  3:30pm-4:30pm,June2-November 25,M,Y,Y,N,Y,43.14061,-77.63585,"(43.14061, -77.63585)"
Steuben,Bath Saturday Farmers' Market,Pulteney Park  Steuben St.,Steuben St and Liberty St,Bath,NY,14810,Phillip Glosick,6077763577,,Saturday  9am-2pm,May 8-October 30,P/M,Y,N,N,Y,42.33353,-77.31842,"(42.33353, -77.31842)"
Steuben,Corning Farmers' Market,"1 Riverfront Plaza Gaffer District, Riverfront Centennial Park",Centennial Park East Tioga Ave,Corning,NY,14830,Marshall Ferrari,6079376292,http://www.gafferdistrict.com,Thursday  10am-3pm,June 3-October 28,M,Y,N,N,Y,42.1443,-77.05339,"(42.1443, -77.05339)"
Monroe,Curbside Market-Charlotte Harbortower I,4575 Lake Ave. Rochester,4575 Lake Avenue,Rochester,NY,14612,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Fri 1:15pm-2:30pm, closed June 18 & July 2",June 4-November 26,M,Y,Y,N,Y,43.25492,-77.61411,"(43.25492, -77.61411)"
Broome,Russell Farms Farm Stand,2909 Old Vestal Rd Vestal,2909 Old Vestal Rd,Vestal,NY,13850,Allison Russell,6079725793,http://www.russell-farm.com,Daily 8am-6pm,September 1-Nov 30,M,N,N,N,Y,42.1009,-76.0078,"(42.1009, -76.0078)"
Cortland,Plunkett Farms Farm Stand,2180 Tower Road Cortland,2180 Tower Road,Cortland,NY,13045,John and Carla Plunkett,6077530001,,"Daily 9am-5pm, *please call before visit",July 1-October 31,M,Y,N,N,Y,42.55495,-76.13123,"(42.55495, -76.13123)"
Madison,Village of Hamilton Farmers' Market,Village Green 3 Broad St.,Broad St and Payne St,Hamilton,NY,13346,Kim Taranto,3158241111,http://www.hamilton-ny.gov,Saturday  8am-1pm,May 15-October 23,P/M,Y,N,N,Y,42.82684,-75.54436,"(42.82684, -75.54436)"
Genesee,Genesee Country Friday Farmers' Market,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Sharon Brent,7165600853,,Friday  9am-4pm,June 4-October 29,M,Y,Y,Y,Y,42.99905,-78.18151,"(42.99905, -78.18151)"
Saratoga,The Farmer's Wagon Farm Stand,534 Moe Rd @ corner of Grooms Rd  Clifton Park,Grooms Road & Moe Road,Clifton Park,NY,12065,Kevin Bowman,5188583306,,Daily  9am-5pm,May 1-October 1,P/M,Y,N,N,Y,42.84034,-73.79385,"(42.84034, -73.79385)"
Kings,Project EATS Rockaway Farm Stand,705 Rockaway Ave.  Brooklyn,702 Rockaway Avenue,Brooklyn,NY,11212,Shevan Durant,2126121528,http://www.projecteats.org,Friday  10am-4pm,June 4-November 19,M,Y,Y,N,Y,40.66289,-73.90907,"(40.66289, -73.90907)"
Allegany,Backporch Produce,10260 Fairview Rd Farmersville Station,10260 Fairview Rd,Farmersville Station,NY,14060,Cheri Stresing,7169468308,http://www.backporchproduce.com,Daily  9am-8pm,Year-round,YR,Y,N,N,Y,42.44791997,-78.29298113,"(42.44791997, -78.29298113)"
Niagara,North Tonawanda City Thurs Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Donna Braun,7166958555,,Thursday  7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Washington,Whitehall Rt. 22 Farmers' Market,Canal Park Pavillion Skenesborough Dr,Skenesborugh Drive Canal Park,Whitehall,NY,12887,Cyd Groff,5186421653,,Tuesday  1pm-4pm,June 8-October 19,M,Y,N,N,Y,43.55205,-73.40302,"(43.55205, -73.40302)"
Cayuga,Auburn Tue Farmers' Co-op Market,96 State Street  Curley's Restaurant Pkg Lot,96 State Street,Auburn,NY,13021,Mark Soper,3157048609,http://www.auburnfarmerscoopmarketinc.com,Tue 7am-2pm,June 1-October 26,M,Y,Y,Y,Y,42.93401,-76.57007,"(42.93401, -76.57007)"
New York,Rockefeller Center Wed Greenmarket,Rockefeller Plaza at 50th St.,Rockefeller Plaza and West 50th St,New York,NY,10112,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,July 21-August 25,M,Y,Y,N,Y,40.75907,-73.97846,"(40.75907, -73.97846)"
Albany,Veggie Mobile Sprout-St. Sophia Church,440 Whitehall Rd. Albany,440 Whitehall Road,Albany,NY,12208,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 12:40pm-1pm,Year-round,YR,Y,Y,Y,Y,42.65197,-73.81477,"(42.65197, -73.81477)"
Ontario,Outback Farm Farm Market,2135 County Rd. 8 Canandaigua,2135 County Rd 8,Canandaigua,NY,14424,Marlin & Leann Sensenig,7175870079,http://www.outbackfarmmarket.com,"Mon-Fri  8am-8pm, Saturday  8am-5pm",Year-round,YR,Y,N,N,Y,42.92848,-77.30929,"(42.92848, -77.30929)"
New York,Harvest Home Metropolitan Farmers' Market,2nd Ave.between East 99th St. & E97th St,2nd Ave. at East 99th St.,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Friday  8am-5pm,June 18-November 19,M,Y,Y,N,Y,40.78553,-73.94615,"(40.78553, -73.94615)"
Bronx,Poe Park Greenmarket,2580 Grand Concourse at Valentine Ave.,2580 Grand Concourse,Bronx,NY,10458,Siobahn Keys,2127887476,http://www.grownyc.org,Tuesday  8am-3pm,June 29-November 23,M,Y,Y,N,Y,40.86412,-73.8955,"(40.86412, -73.8955)"
St. Lawrence,Hammond Farmers' and Artisans Market,"Hammond Museum , 14 North Main St. Route 37",1A North Main Street,Hammond,NY,13646,Lori Thistle,3153245032,,Wednesday  3pm-6pm,June 23-September 15,M,Y,Y,N,Y,44.45118,-75.69312,"(44.45118, -75.69312)"
Monroe,Curbside Market-Phillips Village,100 Krieger Rd. Webster,100 Krieger Rd.,Webster,NY,14580,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Sat 2pm-3pm, closed June 19, July 3 & Sept 4",June 5-November 27,M,Y,Y,N,Y,43.20943,-77.4189,"(43.20943, -77.4189)"
Tioga,Candor Farmers Market,Town Hall 101 Owego Rd.,101 Owego Rd,Candor,NY,13743,Joellen Riggs,6077684072,http://www.candorfarmersmarket.org,Thu 3:30pm-6:30pm,June 3-September 30,M,Y,Y,N,Y,42.23249,-76.33317,"(42.23249, -76.33317)"
Erie,Alden Farmers' Market,"13119 Broadway (Route 20) , btwn Tractor Supply Lot",13119 Broadway,Alden,NY,14004,Alyssa Cooper,7169376177,http://www.aldenny.org,Saturday  8:30am-1pm,May 8-October 9,M,Y,N,N,Y,42.89784,-78.49904,"(42.89784, -78.49904)"
Queens,Queens Botanical Garden Farmers' Market,82 Dahlia Ave. at Main St. Sidewalk,Main St and Dahlia Ave,Flushing,NY,11355,Mahalia Dees,9149234837,http://www.downtoearthmarkets.com,Friday  8:30am-4pm,June 11-November 26,M,Y,Y,N,Y,40.75186,-73.82636,"(40.75186, -73.82636)"
Bronx,Lincoln Hospital Tue Greenmarket,234 E. 149th St btwn Park and Morris Aves Bronx,East 149th St and Morris Ave,Bronx,NY,10451,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Tuesday  8am-3pm,June 29-November 23,M,Y,Y,N,Y,40.81739,-73.92274,"(40.81739, -73.92274)"
Orleans,Navarras Farm Market and Greenhouses,3272 Eagle Harbor Road,3272 Eagle Harbor Road,Albion,NY,14411,Amanda Mrzyuka,5855894674,,"Mon-Sat 9am-8pm, Sunday 9am-5pm",Year-Round,YR,N,N,N,Y,43.18941,-78.25422,"(43.18941, -78.25422)"
Monroe,Webster's Joe Obbie Farmers' Market,Webster Town Center  1028 Ridge Road,1028 Ridge Road,Webster,NY,14580,Jason Bliek,5852611533,http://www.webstersjoeobbiefarmersmarketinc.org,Saturday  8:30-1pm,June 12-October 30,M,Y,N,N,Y,43.20964,-77.45416,"(43.20964, -77.45416)"
Kings,Brooklyn Borough Hall Tuesday Greenmarket,211 Montague St. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/boro-hall-sa,Tuesday  8am-4pm,Year-round,YR,Y,Y,N,Y,40.69374,-73.99043,"(40.69374, -73.99043)"
Essex,Ticonderoga Area Farmers' Market,1114 Wicker Street near Walmart entrance,1114 Wicker Street,Ticonderoga,NY,12883,Kelly Carey,5185856619,http://www.ticonderogany.com,Saturday  10am-1pm,July 10-September 25,M,Y,N,N,Y,43.85688,-73.43642,"(43.85688, -73.43642)"
Nassau,New Cassel Farmers' Market,"First Baptist Church parking lot, 212 Garden St. Westbury",212 Garden St,Westbury,NY,11590,Traci Caines,5169840230,,Saturday  11am-3pm,July 10-October 30,M,Y,Y,N,Y,40.7622,-73.56767,"(40.7622, -73.56767)"
Saratoga,Halfmoon Farmers' Market,Abele Park 2 Halfmoon Town Plaza,2 Halfmoon Town Plaza,Halfmoon,NY,12065,Ross MacNeil,5183717410,,Wednesday 3pm-7pm,Year-round,YR,Y,N,N,Y,42.85348,-73.72559,"(42.85348, -73.72559)"
Chemung,EastSide Farmers' Market,"West Lawn of Holiday Inn  , 760 E. Water St. Elmira",760 East Water St,Elmira,NY,14901,Danielle Howie,6077344453,,Tuesday  3pm-6pm,June 22-September 21,M,Y,Y,Y,Y,42.08905,-76.7922,"(42.08905, -76.7922)"
Erie,East Aurora Wednesday Farmers' Market,Aurora Village (TOPS) Plaza 123 Grey St.,123 Grey St,East Aurora,NY,14052,Gail Fenton,5853439491,,Wednesday  7am-1pm,May 5-November 24,P/M,Y,N,N,Y,42.76593,-78.63413,"(42.76593, -78.63413)"
Sullivan,Narrowsburg Farmers Market,7 Erie Avenue Narrowsburg,7 Eric Ave,Narrowsburg,NY,12764,Greg Swartz,5709820050,,Saturday  10am-1pm,May 15-October 30,P/M,Y,N,N,Y,41.6052,-75.06393,"(41.6052, -75.06393)"
Franklin,JCEO MM-Brainardsville 4 Corners,2392 CR 24 at CR 374  Brainardsville,2392 CR 24,Brainardsville,NY,12915,Richard LaVigne,5183194028,http://www.jceo.org,Friday  12:30pm-2:00pm,June 4-October 1,M,Y,Y,N,Y,44.85809,-74.0333,"(44.85809, -74.0333)"
Niagara,Lockport Community Farmers' Market,57 Canal Street,57 Canal Street,Lockport,NY,14094,Jessica Dittly,7166222526,http://www.lockportcommunitymarket.com,"Saturday  9am-2pm, Wed  2pm-6pm",June 5-October 31,M,Y,Y,N,Y,43.1705,-78.694,"(43.1705, -78.694)"
Erie,MAP Mobile Market-Hispanics United,"254 Virginia St., Buffalo, NY 14201",254 Virginia St.,Buffalo,NY,14201,Danielle Rovillo,7168825327,http://www.mass-ave.org,Thursday  10am-12pm,April 20-October 28,P/M,Y,Y,N,Y,42.89508,-78.88197,"(42.89508, -78.88197)"
Columbia,Scarecrow Farm Stand,20 Old Barrington Rd  Hudson,20 Old Barrington Rd,Claverack,NY,12534,Virginia Ambrose,5188212453,http://www.scarecrowfarmny.com,Fr/Su/Mo 10am-6pm,June 1-December 24,P/M/X,Y,N,N,Y,42.2105,-73.67909,"(42.2105, -73.67909)"
Herkimer,Old Forge Farmers' Market,Park Ave behind Old Forge Hardware,Crosby Blvd and Park Ave,Old Forge,NY,13420,Robin Hill,3153693353,http://www.cap-21.org,Friday  1pm-5pm,June 18-October 8,M,Y,N,N,Y,43.70893,-74.97286,"(43.70893, -74.97286)"
Livingston,Mount Morris Farmers' Market,105 Main St.,105 Main Street,Mount Morris,NY,14510,Kathy Link,5856583775,,Friday  12pm-6pm,June 4-September 17,M,Y,N,N,Y,42.7245,-77.87333,"(42.7245, -77.87333)"
Oneida,Oneida County Public Market,"REA Wing  Union Station, 321 Main St. Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Saturday  9am-1pm,May 15-December 18,P/M/W,Y,Y,Y,Y,43.10393,-75.2239,"(43.10393, -75.2239)"
Chautauqua,Fredonia Farmers' Market,"Village Hall Barker Commons , 9 Church St.",11 Church St,Fredonia,NY,14063,Rosemary Joy,7164107313,,Saturday  9am-1pm,May 15-October 30,P/M,Y,Y,Y,Y,42.44064,-79.33235,"(42.44064, -79.33235)"
New York,Gouverneur Health GrowNYC Farm Stand,Madison St. btwn Clinton & Jefferson Sts.,227 Madison Street,New York,NY,10002,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Thursday  9am-2pm,July 8-November 18,M,Y,Y,N,Y,40.71321,-73.98779,"(40.71321, -73.98779)"
Kings,Bartel-Pritchard Square Sunday Greenmarket,205 Prospect Park at West 15th St. inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-3pm,Year-round,YR,Y,Y,N,Y,40.66094,-73.97979,"(40.66094, -73.97979)"
New York,79th Street Greenmarket,366 Columbus Ave. btwn W 77th & W 81st Sts.,West 79th St and Columbus Ave,New York,NY,10024,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/79th-street,Sunday  9am-4pm,Year-Round,YR,Y,Y,N,Y,40.78195,-73.97548,"(40.78195, -73.97548)"
